payoff_name,gpq_mse,hsgp_mse,hsgp_q_mse,gpq_q_mse,quantum_analytical_mse,quantum_mse
deductible_with_limit,0.0023608599569072655,0.002357992340032123,0.03157748559921197,0.03438202073985214,0.03157748559921213,0.028022551716169186
franchise_deductible,0.0036808052573695355,0.003656645165982777,0.05933285538479094,0.053509691993224806,0.059332855384789426,0.04171533932737914
ordinary_deductible,0.0022545036511847807,0.002251513301537532,0.030426066926012303,0.032728168933976357,0.03042606692601218,0.0267709042630326
policy_limit,0.00469086277378463,0.00467861638913235,0.06413924673055026,0.05563336153528299,0.06413924673055091,0.04382808886001611
stop_loss,0.0022545036511847807,0.002251513301537532,0.030426066926012303,0.032728168933976357,0.03042606692601218,0.0267709042630326
