payoff_name,gpq_pct_err,hsgp_pct_err,hsgp_q_pct_err,gpq_q_pct_err,quantum_analytical_pct_err,quantum_pct_err
deductible_with_limit,3.1050627557267254,3.0969776780909912,9.129366594344953,11.160768627660461,9.129366594345026,5.979320673042786
franchise_deductible,1.2145127344556856,1.2790769048410533,8.80589497720214,7.932963593686031,8.805894977201998,5.267518541642588
ordinary_deductible,2.8113538062507066,2.80341223406764,7.899910989198537,9.801800321273399,7.899910989198472,4.697203326702658
policy_limit,1.732967907747089,1.8072515279325085,9.32666565373641,7.8412629803047285,9.326665653736486,5.610663664940031
stop_loss,2.8113538062507066,2.80341223406764,7.899910989198537,9.801800321273399,7.899910989198472,4.697203326702658
