dist,payoff,exact,q_mean,abs_err,pct_err,N,M,tau,noise_std,length_scale,shots,time_s
pareto,franchise_deductible,1.485,1.659417332568662,0.174417332568662,11.745274920448617,32,6,4,0.001,1.0,65536,0.8421115999990434
pareto,policy_limit,1.4750000000538668,1.7473972690118904,0.27239726895802363,18.467611454106827,32,6,4,0.001,1.0,65536,0.8349255000030098
pareto,deductible_with_limit,0.4811111111370867,0.5413113810093338,0.060200269872247136,12.51275817138503,32,6,4,0.001,1.0,65536,0.8335549000003084
pareto,stop_loss,0.486,0.5476497494976849,0.06164974949768487,12.685133641498943,32,6,4,0.001,1.0,65536,0.8474498000032327
lognormal,ordinary_deductible,0.8579739047504147,0.8640005773511977,0.006026672600783045,0.7024307577904959,32,6,4,0.001,1.0,65536,0.8208267999980308
lognormal,franchise_deductible,1.3569725786927767,1.3675826199594783,0.01061004126670162,0.7818906168997664,32,6,4,0.001,1.0,65536,0.8186309000011533
lognormal,policy_limit,1.4655262805158773,1.5904310049822985,0.1249047244664212,8.522858042672132,32,6,4,0.001,1.0,65536,0.8271783999989566
lognormal,deductible_with_limit,0.7484181837430338,0.7572200173141581,0.008801833571124296,1.1760582201656349,32,6,4,0.001,1.0,65536,0.8776586999993015
lognormal,stop_loss,0.8579739047504147,0.8640005773511977,0.006026672600783045,0.7024307577904959,32,6,4,0.001,1.0,65536,0.8202335000023595
gamma,ordinary_deductible,1.0943071914960318,1.129542924240794,0.035235732744762105,3.219912380964178,32,6,4,0.001,1.0,65536,0.848111000002973
gamma,franchise_deductible,1.829066071877044,1.973690347821735,0.14462427594469096,7.907001183192527,32,6,4,0.001,1.0,65536,0.8193557000013243
gamma,policy_limit,1.9478343710072936,2.0892729767702076,0.141438605762914,7.26132611007224,32,6,4,0.001,1.0,65536,0.8308077000001504
gamma,deductible_with_limit,1.0788083093197212,1.1140022040878041,0.03519389476808299,3.2622936312268194,32,6,4,0.001,1.0,65536,0.8251672000005783
gamma,stop_loss,1.0943071914960318,1.129542924240794,0.035235732744762105,3.219912380964178,32,6,4,0.001,1.0,65536,0.830142299997533
weibull,ordinary_deductible,0.9256128274064236,0.9653989093710343,0.03978608196461075,4.298350323870484,32,6,4,0.001,1.0,65536,0.8341492999970797
weibull,franchise_deductible,1.6268013317246828,1.7498224467577606,0.12302111503307778,7.562147425995448,32,6,4,0.001,1.0,65536,0.8208798000014212
weibull,policy_limit,1.7853605191923019,1.9141878661343747,0.12882734694207287,7.215760937760315,32,6,4,0.001,1.0,65536,0.8345291999976325
weibull,deductible_with_limit,0.9234985804117545,0.9628723476556943,0.03937376724393982,4.263543883996496,32,6,4,0.001,1.0,65536,0.8248789999997825
weibull,stop_loss,0.9256128274064236,0.9653989093710343,0.03978608196461075,4.298350323870484,32,6,4,0.001,1.0,65536,0.8282629999994242
pareto,ordinary_deductible,0.486,0.5490163839937302,0.06301638399373022,12.966334155088521,32,6,5,0.001,1.0,32768,0.8769439999996393
pareto,franchise_deductible,1.485,1.9240302275255199,0.4390302275255198,29.56432508589359,32,6,5,0.001,1.0,32768,0.8637269999999262
pareto,policy_limit,1.4750000000538668,1.9905140407863213,0.5155140407324545,34.950104455161224,32,6,5,0.001,1.0,32768,0.8546798999996099
pareto,deductible_with_limit,0.4811111111370867,0.549539686751829,0.06842857561474225,14.223029572735093,32,6,5,0.001,1.0,32768,0.8504136999981711
pareto,stop_loss,0.486,0.5490163839937302,0.06301638399373022,12.966334155088521,32,6,5,0.001,1.0,32768,0.8634539000013319
lognormal,ordinary_deductible,0.8579739047504147,0.8320481632845771,0.025925741465837593,3.0217400928271134,32,6,5,0.001,1.0,32768,0.8460344999984954
lognormal,franchise_deductible,1.3569725786927767,1.351904714951524,0.005067863741252676,0.3734683972858716,32,6,5,0.001,1.0,32768,0.839549000000261
lognormal,policy_limit,1.4655262805158773,1.727154165098369,0.26162788458249175,17.852145543947298,32,6,5,0.001,1.0,32768,0.8482681000023149
lognormal,deductible_with_limit,0.7484181837430338,0.7395450191562,0.008873164586833848,1.1855891237779455,32,6,5,0.001,1.0,32768,0.8379267000018444
lognormal,stop_loss,0.8579739047504147,0.8320481632845771,0.025925741465837593,3.0217400928271134,32,6,5,0.001,1.0,32768,0.8618492999994487
gamma,ordinary_deductible,1.0943071914960318,1.1210405042229012,0.026733312726869407,2.442944077733985,32,6,5,0.001,1.0,32768,0.8589839999985998
gamma,franchise_deductible,1.829066071877044,1.9819879510394918,0.15292187916244782,8.360653642517937,32,6,5,0.001,1.0,32768,0.8487195999987307
gamma,policy_limit,1.9478343710072936,2.1083652245467888,0.16053085353949514,8.241504304931173,32,6,5,0.001,1.0,32768,0.8693738000001758
gamma,deductible_with_limit,1.0788083093197212,1.1020530515826712,0.023244742262950036,2.154668448707796,32,6,5,0.001,1.0,32768,0.8504570000004605
gamma,stop_loss,1.0943071914960318,1.1210405042229012,0.026733312726869407,2.442944077733985,32,6,5,0.001,1.0,32768,0.8613956000008329
weibull,ordinary_deductible,0.9256128274064236,0.9991506926658933,0.0735378652594697,7.944775945415919,32,6,5,0.001,1.0,32768,0.9101628999997047
weibull,franchise_deductible,1.6268013317246828,1.77876478337717,0.15196345165248726,9.341242147335867,32,6,5,0.001,1.0,32768,0.8451300000015181
weibull,policy_limit,1.7853605191923019,1.9405486827851606,0.1551881635928587,8.692259178166767,32,6,5,0.001,1.0,32768,0.8604085000006307
weibull,deductible_with_limit,0.9234985804117545,0.9964375618429261,0.07293898143117161,7.898115165336883,32,6,5,0.001,1.0,32768,0.8470772000000579
weibull,stop_loss,0.9256128274064236,0.9991506926658933,0.0735378652594697,7.944775945415919,32,6,5,0.001,1.0,32768,0.8649612999979581
pareto,ordinary_deductible,0.486,0.5178163125060253,0.031816312506025346,6.5465663592644745,32,6,5,0.001,1.0,65536,0.9695788999997603
pareto,franchise_deductible,1.485,1.486750630360629,0.0017506303606289464,0.11788756637231962,32,6,5,0.001,1.0,65536,0.975098099999741
pareto,policy_limit,1.4750000000538668,1.5119517570340544,0.0369517569801876,2.5052038629720763,32,6,5,0.001,1.0,65536,0.9704483999994409
pareto,deductible_with_limit,0.4811111111370867,0.5149312713647863,0.033820160227699625,7.02959450422316,32,6,5,0.001,1.0,65536,0.9634384999990289
pareto,stop_loss,0.486,0.5178163125060253,0.031816312506025346,6.5465663592644745,32,6,5,0.001,1.0,65536,0.9740801000007195
lognormal,ordinary_deductible,0.8579739047504147,0.8290237555828157,0.02895014916759897,3.37424588408905,32,6,5,0.001,1.0,65536,0.9544573999992281
lognormal,franchise_deductible,1.3569725786927767,1.3257307760941344,0.031241802598642288,2.302316427701045,32,6,5,0.001,1.0,65536,0.9613353999993706
lognormal,policy_limit,1.4655262805158773,1.589506205071554,0.12397992455567675,8.459754437978063,32,6,5,0.001,1.0,65536,0.957689400001982
lognormal,deductible_with_limit,0.7484181837430338,0.7343393207924755,0.014078862950558269,1.8811492366668883,32,6,5,0.001,1.0,65536,0.955118500001845
lognormal,stop_loss,0.8579739047504147,0.8290237555828157,0.02895014916759897,3.37424588408905,32,6,5,0.001,1.0,65536,0.9544573000021046
gamma,ordinary_deductible,1.0943071914960318,1.1196956142551586,0.025388422759126783,2.3200453178433533,32,6,5,0.001,1.0,65536,0.964524099999835
gamma,franchise_deductible,1.829066071877044,1.930708337593021,0.10164226571597701,5.557058177328093,32,6,5,0.001,1.0,65536,0.9594670000005863
gamma,policy_limit,1.9478343710072936,2.0404651943116305,0.09263082330433692,4.755580078219601,32,6,5,0.001,1.0,65536,0.970039399999223
gamma,deductible_with_limit,1.0788083093197212,1.1019036409194956,0.023095331599774394,2.1408188461523743,32,6,5,0.001,1.0,65536,0.9562609000022348
gamma,stop_loss,1.0943071914960318,1.1196956142551586,0.025388422759126783,2.3200453178433533,32,6,5,0.001,1.0,65536,0.962379199998395
weibull,ordinary_deductible,0.9256128274064236,0.9897481370265349,0.06413530962011127,6.928956440655544,32,6,5,0.001,1.0,65536,0.9639691000011226
weibull,franchise_deductible,1.6268013317246828,1.774637214876417,0.14783588315173413,9.08751918680834,32,6,5,0.001,1.0,65536,0.9535082000002149
weibull,policy_limit,1.7853605191923019,1.9280810608625047,0.14272054167020287,7.993934005820277,32,6,5,0.001,1.0,65536,0.961207899999863
weibull,deductible_with_limit,0.9234985804117545,0.9883784442751381,0.06487986386338362,7.025442728288336,32,6,5,0.001,1.0,65536,0.9528076999995392
weibull,stop_loss,0.9256128274064236,0.9897481370265349,0.06413530962011127,6.928956440655544,32,6,5,0.001,1.0,65536,0.96827950000079
pareto,ordinary_deductible,0.486,0.5435247331078217,0.05752473310782169,11.83636483700035,32,6,6,0.001,1.0,32768,1.1188975000004575
pareto,franchise_deductible,1.485,1.8654646717208712,0.38046467172087106,25.620516614200067,32,6,6,0.001,1.0,32768,1.1834113000004436
pareto,policy_limit,1.4750000000538668,1.9691187263121235,0.4941187262582567,33.499574660353325,32,6,6,0.001,1.0,32768,1.1172153999978036
pareto,deductible_with_limit,0.4811111111370867,0.5361521981753825,0.0550410870382958,11.440410700182834,32,6,6,0.001,1.0,32768,1.108414399997855
pareto,stop_loss,0.486,0.5435247331078217,0.05752473310782169,11.83636483700035,32,6,6,0.001,1.0,32768,1.1234999999978754
lognormal,ordinary_deductible,0.8579739047504147,0.8388674839019504,0.019106420848464256,2.2269233064870813,32,6,6,0.001,1.0,32768,1.1010443000013765
lognormal,franchise_deductible,1.3569725786927767,1.3685551529851654,0.011582574292388736,0.8535599373383558,32,6,6,0.001,1.0,32768,1.098885400002473
lognormal,policy_limit,1.4655262805158773,1.7829914987976236,0.31746521828174634,21.66219893170363,32,6,6,0.001,1.0,32768,1.0990050000000338
lognormal,deductible_with_limit,0.7484181837430338,0.740197750469695,0.008220433273338767,1.098374338291227,32,6,6,0.001,1.0,32768,1.1052718999999342
lognormal,stop_loss,0.8579739047504147,0.8388674839019504,0.019106420848464256,2.2269233064870813,32,6,6,0.001,1.0,32768,1.094688999997743
gamma,ordinary_deductible,1.0943071914960318,1.1159915029192018,0.021684311423169955,1.9815561472757246,32,6,6,0.001,1.0,32768,1.1172196000006807
gamma,franchise_deductible,1.829066071877044,1.9476317477408303,0.1185656758637863,6.482306882556219,32,6,6,0.001,1.0,32768,1.100957799997559
gamma,policy_limit,1.9478343710072936,2.0870549206828173,0.13922054967552366,7.1474531791698395,32,6,6,0.001,1.0,32768,1.119135599998117
gamma,deductible_with_limit,1.0788083093197212,1.0983329227053222,0.019524613385601075,1.8098315722014577,32,6,6,0.001,1.0,32768,1.096645499997976
gamma,stop_loss,1.0943071914960318,1.1159915029192018,0.021684311423169955,1.9815561472757246,32,6,6,0.001,1.0,32768,1.1107985000016924
weibull,ordinary_deductible,0.9256128274064236,0.9551281386184827,0.02951531121205908,3.1887318691078725,32,6,6,0.001,1.0,32768,1.109319899998809
weibull,franchise_deductible,1.6268013317246828,1.7012455636187656,0.07444423189408278,4.576110828183266,32,6,6,0.001,1.0,32768,1.0957350999997288
weibull,policy_limit,1.7853605191923019,1.9169123253458973,0.1315518061535954,7.368360885067041,32,6,6,0.001,1.0,32768,1.1149737000014284
weibull,deductible_with_limit,0.9234985804117545,0.9542636461925897,0.030765065780835266,3.3313603760081842,32,6,6,0.001,1.0,32768,1.1126344000003883
weibull,stop_loss,0.9256128274064236,0.9551281386184827,0.02951531121205908,3.1887318691078725,32,6,6,0.001,1.0,32768,1.1131999000026553
pareto,ordinary_deductible,0.486,0.5194445234131714,0.03344452341317139,6.8815891796648945,32,6,6,0.001,1.0,65536,1.25823980000132
pareto,franchise_deductible,1.485,1.519583260707599,0.03458326070759887,2.3288391048888126,32,6,6,0.001,1.0,65536,1.2975924000020314
pareto,policy_limit,1.4750000000538668,1.5474199791164238,0.07241997906255704,4.909829088807611,32,6,6,0.001,1.0,65536,1.2182532000006177
pareto,deductible_with_limit,0.4811111111370867,0.5115806033919095,0.03046949225482276,6.333150814748249,32,6,6,0.001,1.0,65536,1.2201520000016899
pareto,stop_loss,0.486,0.5194445234131714,0.03344452341317139,6.8815891796648945,32,6,6,0.001,1.0,65536,1.2306749999988824
lognormal,ordinary_deductible,0.8579739047504147,0.831084177350283,0.026889727400131735,3.1340961830248184,32,6,6,0.001,1.0,65536,1.210679899999377
lognormal,franchise_deductible,1.3569725786927767,1.3582909893377768,0.0013184106450001565,0.09715823780833005,32,6,6,0.001,1.0,65536,1.2140411000000313
lognormal,policy_limit,1.4655262805158773,1.6345494440254469,0.16902316350956959,11.533274138903332,32,6,6,0.001,1.0,65536,1.2365172999998322
lognormal,deductible_with_limit,0.7484181837430338,0.7350118717882166,0.01340631195481723,1.7912862415726964,32,6,6,0.001,1.0,65536,1.2104405999998562
lognormal,stop_loss,0.8579739047504147,0.831084177350283,0.026889727400131735,3.1340961830248184,32,6,6,0.001,1.0,65536,1.2063237999973353
gamma,ordinary_deductible,1.0943071914960318,1.116134946557109,0.02182775506107726,1.9946643164463211,32,6,6,0.001,1.0,65536,1.2244419999988168
gamma,franchise_deductible,1.829066071877044,1.8930695915921834,0.0640035197151394,3.4992459102068967,32,6,6,0.001,1.0,65536,1.2142600000006496
gamma,policy_limit,1.9478343710072936,2.0298571121491262,0.08202274114183261,4.210971033405462,32,6,6,0.001,1.0,65536,1.2275093999996898
gamma,deductible_with_limit,1.0788083093197212,1.0983329227053222,0.019524613385601075,1.8098315722014577,32,6,6,0.001,1.0,65536,1.215927899997041
gamma,stop_loss,1.0943071914960318,1.116134946557109,0.02182775506107726,1.9946643164463211,32,6,6,0.001,1.0,65536,1.2194760999991558
weibull,ordinary_deductible,0.9256128274064236,0.9429635729531617,0.0173507455467381,1.8745143793388281,32,6,6,0.001,1.0,65536,1.2189249999973981
weibull,franchise_deductible,1.6268013317246828,1.657148996391737,0.030347664667054186,1.865480687483859,32,6,6,0.001,1.0,65536,1.2079780000021856
weibull,policy_limit,1.7853605191923019,1.8648088321640905,0.07944831297178867,4.449987110039329,32,6,6,0.001,1.0,65536,1.2153815000019677
weibull,deductible_with_limit,0.9234985804117545,0.9416799497592809,0.018181369347526455,1.9687490303905006,32,6,6,0.001,1.0,65536,1.2281788000000233
weibull,stop_loss,0.9256128274064236,0.9429635729531617,0.0173507455467381,1.8745143793388281,32,6,6,0.001,1.0,65536,1.215584300000046
pareto,ordinary_deductible,0.486,0.5665734347812087,0.08057343478120871,16.578896045516196,32,6,7,0.001,1.0,32768,1.944701600001281
pareto,franchise_deductible,1.485,1.8236953069177155,0.33869530691771543,22.80776477560373,32,6,7,0.001,1.0,32768,2.0109088999997766
pareto,policy_limit,1.4750000000538668,1.829170472327984,0.35417047227411724,24.011557441436135,32,6,7,0.001,1.0,32768,1.9328410000016447
pareto,deductible_with_limit,0.4811111111370867,0.5601227359905224,0.07901162485343571,16.422739576039913,32,6,7,0.001,1.0,32768,1.940703800002666
pareto,stop_loss,0.486,0.5665734347812087,0.08057343478120871,16.578896045516196,32,6,7,0.001,1.0,32768,1.9476015000000189
lognormal,ordinary_deductible,0.8579739047504147,0.8617466108273549,0.0037727060769402465,0.43972270672238334,32,6,7,0.001,1.0,32768,1.923247700000502
lognormal,franchise_deductible,1.3569725786927767,1.4196431685858204,0.06267058989304375,4.6184124039865795,32,6,7,0.001,1.0,32768,1.9160778000004939
lognormal,policy_limit,1.4655262805158773,1.8374648274923686,0.3719385469764913,25.379179610860742,32,6,7,0.001,1.0,32768,1.92448929999955
lognormal,deductible_with_limit,0.7484181837430338,0.7678138728484741,0.019395689105440317,2.591557704869948,32,6,7,0.001,1.0,32768,1.899482299999363
lognormal,stop_loss,0.8579739047504147,0.8617466108273549,0.0037727060769402465,0.43972270672238334,32,6,7,0.001,1.0,32768,1.9178813999969861
gamma,ordinary_deductible,1.0943071914960318,1.1276087939967594,0.033301602500727556,3.0431676552541704,32,6,7,0.001,1.0,32768,1.931614000000991
gamma,franchise_deductible,1.829066071877044,1.975685506803677,0.14661943492663299,8.016081932795768,32,6,7,0.001,1.0,32768,1.9274755000005825
gamma,policy_limit,1.9478343710072936,2.126538668938388,0.1787042979310942,9.174511990908135,32,6,7,0.001,1.0,32768,1.9274846999978763
gamma,deductible_with_limit,1.0788083093197212,1.1118473438464387,0.033039034526717526,3.0625491332701547,32,6,7,0.001,1.0,32768,1.9171222999975726
gamma,stop_loss,1.0943071914960318,1.1276087939967594,0.033301602500727556,3.0431676552541704,32,6,7,0.001,1.0,32768,1.9450999000000593
weibull,ordinary_deductible,0.9256128274064236,0.9576417422531243,0.03202891484670067,3.460292889030721,32,6,7,0.001,1.0,32768,1.9234958999986702
weibull,franchise_deductible,1.6268013317246828,1.7126432532673437,0.0858419215426609,5.276730469088935,32,6,7,0.001,1.0,32768,1.9285759000013059
weibull,policy_limit,1.7853605191923019,1.9032887313386766,0.11792821214637472,6.605288448952905,32,6,7,0.001,1.0,32768,1.9250022000014724
weibull,deductible_with_limit,0.9234985804117545,0.953067832630176,0.02956925221842155,3.201873055964817,32,6,7,0.001,1.0,32768,1.993642200002796
weibull,stop_loss,0.9256128274064236,0.9576417422531243,0.03202891484670067,3.460292889030721,32,6,7,0.001,1.0,32768,1.9295596000010846
pareto,ordinary_deductible,0.486,0.5224184122807467,0.036418412280746715,7.493500469289447,32,6,7,0.001,1.0,65536,2.052311399998871
pareto,franchise_deductible,1.485,1.5059552897414892,0.02095528974148908,1.4111306223224969,32,6,7,0.001,1.0,65536,2.04629980000027
pareto,policy_limit,1.4750000000538668,1.4142698720957982,0.060730127958068536,4.117296810566148,32,6,7,0.001,1.0,65536,2.051293500000611
pareto,deductible_with_limit,0.4811111111370867,0.5189445366218657,0.03783342548477897,7.863760492947501,32,6,7,0.001,1.0,65536,2.0340367999997397
pareto,stop_loss,0.486,0.5224184122807467,0.036418412280746715,7.493500469289447,32,6,7,0.001,1.0,65536,2.049825999998575
lognormal,ordinary_deductible,0.8579739047504147,0.8458676360108675,0.012106268739547232,1.4110299477079031,32,6,7,0.001,1.0,65536,2.067491900001187
lognormal,franchise_deductible,1.3569725786927767,1.3772920982986114,0.02031951960583478,1.4974156386718844,32,6,7,0.001,1.0,65536,2.039355200002319
lognormal,policy_limit,1.4655262805158773,1.6625924646486345,0.19706618413275723,13.446786096758927,32,6,7,0.001,1.0,65536,2.026565500000288
lognormal,deductible_with_limit,0.7484181837430338,0.7514091175530585,0.0029909338100246874,0.3996340381611588,32,6,7,0.001,1.0,65536,2.0293010999994294
lognormal,stop_loss,0.8579739047504147,0.8458676360108675,0.012106268739547232,1.4110299477079031,32,6,7,0.001,1.0,65536,2.044057299997803
gamma,ordinary_deductible,1.0943071914960318,1.1218306295386669,0.027523438042635018,2.515147323943619,32,6,7,0.001,1.0,65536,2.1001949999990757
gamma,franchise_deductible,1.829066071877044,1.921634860381146,0.092568788504102,5.060986583666989,32,6,7,0.001,1.0,65536,2.0552827999999863
gamma,policy_limit,1.9478343710072936,2.0578866331695105,0.11005226216221686,5.6499805014378595,32,6,7,0.001,1.0,65536,2.0525500000003376
gamma,deductible_with_limit,1.0788083093197212,1.1062144461574273,0.027406136837706097,2.540408393312057,32,6,7,0.001,1.0,65536,2.034168399997725
gamma,stop_loss,1.0943071914960318,1.1218306295386669,0.027523438042635018,2.515147323943619,32,6,7,0.001,1.0,65536,2.1210803000030864
weibull,ordinary_deductible,0.9256128274064236,0.9499921860218277,0.02437935861540408,2.633861361203829,32,6,7,0.001,1.0,65536,2.033261100001255
weibull,franchise_deductible,1.6268013317246828,1.691995904401811,0.06519457267712814,4.0075313073423,32,6,7,0.001,1.0,65536,2.038223500003369
weibull,policy_limit,1.7853605191923019,1.8751625164705261,0.08980199727822424,5.029908318956819,32,6,7,0.001,1.0,65536,2.0292108000030566
weibull,deductible_with_limit,0.9234985804117545,0.9461420685535793,0.02264348814182482,2.4519245207425127,32,6,7,0.001,1.0,65536,2.041846299998724
weibull,stop_loss,0.9256128274064236,0.9499921860218277,0.02437935861540408,2.633861361203829,32,6,7,0.001,1.0,65536,2.0432067000001553
pareto,ordinary_deductible,0.486,0.5481674879963462,0.062167487996346193,12.79166419677905,32,6,8,0.001,1.0,32768,4.79666410000209
pareto,franchise_deductible,1.485,1.855091628036996,0.3700916280369959,24.921995154006456,32,6,8,0.001,1.0,32768,4.807976799998869
pareto,policy_limit,1.4750000000538668,1.8518150433111527,0.3768150432572859,25.54678259278133,32,6,8,0.001,1.0,32768,4.795856600001571
pareto,deductible_with_limit,0.4811111111370867,0.5466714231403919,0.06556031200330514,13.626854688172966,32,6,8,0.001,1.0,32768,4.772298199997749
pareto,stop_loss,0.486,0.5481674879963462,0.062167487996346193,12.79166419677905,32,6,8,0.001,1.0,32768,4.797607799999241
lognormal,ordinary_deductible,0.8579739047504147,0.8407438216019838,0.017230083148430886,2.0082292774910364,32,6,8,0.001,1.0,32768,4.767306900001131
lognormal,franchise_deductible,1.3569725786927767,1.352392805652141,0.004579773040635615,0.3374993063638386,32,6,8,0.001,1.0,32768,4.7254063000000315
lognormal,policy_limit,1.4655262805158773,1.8016100346723671,0.33608375415648983,22.932632367273932,32,6,8,0.001,1.0,32768,4.76178230000005
lognormal,deductible_with_limit,0.7484181837430338,0.7480354296875142,0.0003827540555195741,0.0511417365095703,32,6,8,0.001,1.0,32768,4.823838899999828
lognormal,stop_loss,0.8579739047504147,0.8407438216019838,0.017230083148430886,2.0082292774910364,32,6,8,0.001,1.0,32768,4.738626400001522
gamma,ordinary_deductible,1.0943071914960318,1.1164664132442619,0.02215922174823004,2.024954411378406,32,6,8,0.001,1.0,32768,4.734287200000836
gamma,franchise_deductible,1.829066071877044,1.9464451269345846,0.11737905505754065,6.417431106634799,32,6,8,0.001,1.0,32768,4.742401400002564
gamma,policy_limit,1.9478343710072936,2.092868499893471,0.14503412888617717,7.445916913930158,32,6,8,0.001,1.0,32768,4.779282499999681
gamma,deductible_with_limit,1.0788083093197212,1.1003296163665912,0.021521307046870053,1.994914838989425,32,6,8,0.001,1.0,32768,4.741243799999211
gamma,stop_loss,1.0943071914960318,1.1164664132442619,0.02215922174823004,2.024954411378406,32,6,8,0.001,1.0,32768,4.748703500001284
weibull,ordinary_deductible,0.9256128274064236,0.9511050997016327,0.025492272295209117,2.7540966957684367,32,6,8,0.001,1.0,32768,4.776108699999895
weibull,franchise_deductible,1.6268013317246828,1.7021766460535217,0.07537531432883893,4.633344764288362,32,6,8,0.001,1.0,32768,4.760812699998496
weibull,policy_limit,1.7853605191923019,1.8934844368674473,0.1081239176751454,6.05613916701041,32,6,8,0.001,1.0,32768,4.756444700000429
weibull,deductible_with_limit,0.9234985804117545,0.9492204368325062,0.025721856420751754,2.7852621505149813,32,6,8,0.001,1.0,32768,4.763068500000372
weibull,stop_loss,0.9256128274064236,0.9511050997016327,0.025492272295209117,2.7540966957684367,32,6,8,0.001,1.0,32768,4.7620707000023685
pareto,ordinary_deductible,0.486,0.5170216079965538,0.031021607996553846,6.383046912871163,32,6,8,0.001,1.0,65536,4.944187400000374
pareto,franchise_deductible,1.485,1.5143265888366517,0.029326588836651624,1.9748544671145876,32,6,8,0.001,1.0,65536,4.884241100000509
pareto,policy_limit,1.4750000000538668,1.4513736298358446,0.023626370218022164,1.6017878113328359,32,6,8,0.001,1.0,65536,4.855443199998263
pareto,deductible_with_limit,0.4811111111370867,0.5147781040146078,0.03366699287752106,6.997758334441806,32,6,8,0.001,1.0,65536,4.866427900000417
pareto,stop_loss,0.486,0.5170216079965538,0.031021607996553846,6.383046912871163,32,6,8,0.001,1.0,65536,4.875997200000711
lognormal,ordinary_deductible,0.8579739047504147,0.8342031316525992,0.0237707730978155,2.7705706392935623,32,6,8,0.001,1.0,65536,4.85590140000204
lognormal,franchise_deductible,1.3569725786927767,1.3467104829393168,0.010262095753459821,0.7562493092782825,32,6,8,0.001,1.0,65536,4.861884899997676
lognormal,policy_limit,1.4655262805158773,1.6309311892823535,0.16540490876647618,11.286382985111143,32,6,8,0.001,1.0,65536,4.840650800000731
lognormal,deductible_with_limit,0.7484181837430338,0.7409684912870653,0.007449692455968493,0.9953916964858663,32,6,8,0.001,1.0,65536,4.87556019999829
lognormal,stop_loss,0.8579739047504147,0.8342031316525992,0.0237707730978155,2.7705706392935623,32,6,8,0.001,1.0,65536,4.873560899999575
gamma,ordinary_deductible,1.0943071914960318,1.113042544867331,0.018735353371299057,1.7120744080723695,32,6,8,0.001,1.0,65536,4.900643400000263
gamma,franchise_deductible,1.829066071877044,1.8892314368398408,0.0601653649627969,3.289403586227661,32,6,8,0.001,1.0,65536,4.877628599999298
gamma,policy_limit,1.9478343710072936,2.0257300192552954,0.07789564824800177,3.999089933284173,32,6,8,0.001,1.0,65536,4.894360100002814
gamma,deductible_with_limit,1.0788083093197212,1.0961930388614538,0.017384729541732646,1.6114753095195542,32,6,8,0.001,1.0,65536,4.919243199998164
gamma,stop_loss,1.0943071914960318,1.113042544867331,0.018735353371299057,1.7120744080723695,32,6,8,0.001,1.0,65536,4.864419200002885
weibull,ordinary_deductible,0.9256128274064236,0.9425319325344699,0.016919105128046286,1.8278814453613168,32,6,8,0.001,1.0,65536,4.858085500000016
weibull,franchise_deductible,1.6268013317246828,1.6596113714137553,0.03281003968907248,2.016843670412313,32,6,8,0.001,1.0,65536,4.873283299999457
weibull,policy_limit,1.7853605191923019,1.8507172999996357,0.06535678080733387,3.6607049447302282,32,6,8,0.001,1.0,65536,4.850605499999801
weibull,deductible_with_limit,0.9234985804117545,0.9407507876681683,0.017252207256413854,1.8681357635354157,32,6,8,0.001,1.0,65536,4.853679799998645
weibull,stop_loss,0.9256128274064236,0.9425319325344699,0.016919105128046286,1.8278814453613168,32,6,8,0.001,1.0,65536,4.862319900003058
pareto,ordinary_deductible,0.486,0.6279763036826157,0.1419763036826157,29.213231210414758,32,6,4,0.001,0.5,32768,0.7488742999994429
pareto,franchise_deductible,1.485,1.8568978795160886,0.37189787951608855,25.04362825024165,32,6,4,0.001,0.5,32768,0.7524483000015607
pareto,policy_limit,1.4750000000538668,1.9984560547830437,0.5234560547291769,35.48854608203799,32,6,4,0.001,0.5,32768,0.7223516999983985
pareto,deductible_with_limit,0.4811111111370867,0.6243200358379609,0.1432089247008742,29.766289197188918,32,6,4,0.001,0.5,32768,0.7166265000014391
pareto,stop_loss,0.486,0.6279763036826157,0.1419763036826157,29.213231210414758,32,6,4,0.001,0.5,32768,0.7245054999984859
lognormal,ordinary_deductible,0.8579739047504147,0.8257660801660089,0.03220782458440574,3.753939881630202,32,6,4,0.001,0.5,32768,0.7155502999994496
lognormal,franchise_deductible,1.3569725786927767,1.3433984085956203,0.013574170097156335,1.0003275165834853,32,6,4,0.001,0.5,32768,0.7052329999969515
lognormal,policy_limit,1.4655262805158773,1.766056000310447,0.30052971979456977,20.50660733895409,32,6,4,0.001,0.5,32768,0.7130993999999191
lognormal,deductible_with_limit,0.7484181837430338,0.7298128653010664,0.018605318441967444,2.485952218439885,32,6,4,0.001,0.5,32768,0.7094395999993139
lognormal,stop_loss,0.8579739047504147,0.8257660801660089,0.03220782458440574,3.753939881630202,32,6,4,0.001,0.5,32768,0.7231566999980714
gamma,ordinary_deductible,1.0943071914960318,1.1715358095024817,0.07722861800644987,7.0573069981263945,32,6,4,0.001,0.5,32768,0.7205878999993729
gamma,franchise_deductible,1.829066071877044,1.994394276401961,0.16532820452491714,9.038941078561052,32,6,4,0.001,0.5,32768,0.7826954000011028
gamma,policy_limit,1.9478343710072936,2.1632732215381822,0.21543885053088863,11.060429661659457,32,6,4,0.001,0.5,32768,0.7222957999983919
gamma,deductible_with_limit,1.0788083093197212,1.1604112722534032,0.08160296293368208,7.564176344279325,32,6,4,0.001,0.5,32768,0.7177742999992915
gamma,stop_loss,1.0943071914960318,1.1715358095024817,0.07722861800644987,7.0573069981263945,32,6,4,0.001,0.5,32768,0.7170224000001326
