dist,payoff,exact,analytical_mean,analytical_err,N,M,noise_std,length_scale,F_sq,cond_XtX,n_eff_eigvals,min_phase_gap
gamma,deductible_with_limit,1.0788083093197212,2.0737610805036644,0.9949527711839432,8,6,0.05,0.5,4.96779048052216,5205.512533438503,6,0.018931195220694003
gamma,stop_loss,1.0943071914960318,2.0766960279656965,0.9823888364696647,8,6,0.05,0.5,4.96779048052216,5205.512533438503,6,0.018931195220694003
weibull,ordinary_deductible,0.9256128274064236,1.9267042432994497,1.001091415893026,8,6,0.05,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
weibull,franchise_deductible,1.6268013317246828,2.6177088599144493,0.9909075281897666,8,6,0.05,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
weibull,policy_limit,1.7853605191923019,1.7195654393838817,0.06579507980842014,8,6,0.05,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
weibull,deductible_with_limit,0.9234985804117545,1.9247592846684431,1.0012607042566888,8,6,0.05,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
weibull,stop_loss,0.9256128274064236,1.9267042432994497,1.001091415893026,8,6,0.05,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
pareto,ordinary_deductible,0.486,-0.294834215417328,0.780834215417328,8,6,0.05,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
pareto,franchise_deductible,1.485,-3.9570940088658846,5.442094008865885,8,6,0.05,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
pareto,policy_limit,1.4750000000538668,4.43408088979589,2.9590808897420233,8,6,0.05,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
pareto,deductible_with_limit,0.4811111111370867,-0.2961827849858512,0.7772938961229379,8,6,0.05,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
pareto,stop_loss,0.486,-0.294834215417328,0.780834215417328,8,6,0.05,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
lognormal,ordinary_deductible,0.8579739047504147,2.644263956311059,1.7862900515606441,8,6,0.05,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
lognormal,franchise_deductible,1.3569725786927767,1.0695663325444293,0.2874062461483473,8,6,0.05,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
lognormal,policy_limit,1.4655262805158773,-3.3105694407583153,4.776095721274192,8,6,0.05,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
lognormal,deductible_with_limit,0.7484181837430338,2.5847391842790617,1.836321000536028,8,6,0.05,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
lognormal,stop_loss,0.8579739047504147,2.644263956311059,1.7862900515606441,8,6,0.05,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
gamma,ordinary_deductible,1.0943071914960318,2.521256625069738,1.426949433573706,8,6,0.05,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
gamma,franchise_deductible,1.829066071877044,2.720718647008181,0.891652575131137,8,6,0.05,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
gamma,policy_limit,1.9478343710072936,1.422874012891157,0.5249603581161366,8,6,0.05,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
gamma,deductible_with_limit,1.0788083093197212,2.5169906032913834,1.4381822939716622,8,6,0.05,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
gamma,stop_loss,1.0943071914960318,2.521256625069738,1.426949433573706,8,6,0.05,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
weibull,ordinary_deductible,0.9256128274064236,2.093680800435179,1.1680679730287555,8,6,0.05,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
weibull,franchise_deductible,1.6268013317246828,2.820799428452772,1.1939980967280892,8,6,0.05,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
weibull,policy_limit,1.7853605191923019,1.8134279632929298,0.028067444100627892,8,6,0.05,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
weibull,deductible_with_limit,0.9234985804117545,2.090973650480237,1.1674750700684826,8,6,0.05,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
weibull,stop_loss,0.9256128274064236,2.093680800435179,1.1680679730287555,8,6,0.05,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
pareto,ordinary_deductible,0.486,1.146151235152714,0.6601512351527141,8,6,0.05,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
pareto,franchise_deductible,1.485,-0.29809790512286777,1.783097905122868,8,6,0.05,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
pareto,policy_limit,1.4750000000538668,-4.543279217337743,6.01827921739161,8,6,0.05,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
pareto,deductible_with_limit,0.4811111111370867,1.1426668730491243,0.6615557619120376,8,6,0.05,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
pareto,stop_loss,0.486,1.146151235152714,0.6601512351527141,8,6,0.05,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
lognormal,ordinary_deductible,0.8579739047504147,3.03837577875145,2.180401874001035,8,6,0.05,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
lognormal,franchise_deductible,1.3569725786927767,1.1120651645486903,0.24490741414408634,8,6,0.05,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
lognormal,policy_limit,1.4655262805158773,-4.1940533608437764,5.659579641359654,8,6,0.05,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
lognormal,deductible_with_limit,0.7484181837430338,2.9679955308141754,2.2195773470711417,8,6,0.05,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
lognormal,stop_loss,0.8579739047504147,3.03837577875145,2.180401874001035,8,6,0.05,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
gamma,ordinary_deductible,1.0943071914960318,1.5457598949420341,0.4514527034460023,8,6,0.05,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
gamma,franchise_deductible,1.829066071877044,2.707978589894338,0.8789125180172941,8,6,0.05,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
gamma,policy_limit,1.9478343710072936,2.420319861680628,0.47248549067333423,8,6,0.05,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
gamma,deductible_with_limit,1.0788083093197212,1.5375720896703602,0.458763780350639,8,6,0.05,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
gamma,stop_loss,1.0943071914960318,1.5457598949420341,0.4514527034460023,8,6,0.05,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
weibull,ordinary_deductible,0.9256128274064236,0.9562348692301863,0.030622041823762713,8,6,0.05,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
weibull,franchise_deductible,1.6268013317246828,1.9971977643900003,0.3703964326653175,8,6,0.05,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
weibull,policy_limit,1.7853605191923019,2.1504395047643685,0.36507898557206664,8,6,0.05,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
weibull,deductible_with_limit,0.9234985804117545,0.9518488163059284,0.02835023589417396,8,6,0.05,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
weibull,stop_loss,0.9256128274064236,0.9562348692301863,0.030622041823762713,8,6,0.05,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
pareto,ordinary_deductible,0.486,0.9444470432296941,0.4584470432296941,8,6,0.05,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
pareto,franchise_deductible,1.485,3.4821723488064076,1.9971723488064075,8,6,0.05,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
pareto,policy_limit,1.4750000000538668,4.275904842232826,2.8009048421789595,8,6,0.05,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
pareto,deductible_with_limit,0.4811111111370867,0.9404693245387978,0.4593582134017111,8,6,0.05,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
pareto,stop_loss,0.486,0.9444470432296941,0.4584470432296941,8,6,0.05,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
lognormal,ordinary_deductible,0.8579739047504147,2.753495953390571,1.8955220486401563,8,6,0.05,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
lognormal,franchise_deductible,1.3569725786927767,1.9944988002266113,0.6375262215338346,8,6,0.05,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
lognormal,policy_limit,1.4655262805158773,-1.7837776118198458,3.249303892335723,8,6,0.05,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
lognormal,deductible_with_limit,0.7484181837430338,2.666021722393281,1.9176035386502472,8,6,0.05,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
lognormal,stop_loss,0.8579739047504147,2.753495953390571,1.8955220486401563,8,6,0.05,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
gamma,ordinary_deductible,1.0943071914960318,1.0987955827269316,0.004488391230899724,8,6,0.05,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
gamma,franchise_deductible,1.829066071877044,1.7686637862616867,0.06040228561535721,8,6,0.05,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
gamma,policy_limit,1.9478343710072936,1.9979114202338792,0.050077049226585624,8,6,0.05,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
gamma,deductible_with_limit,1.0788083093197212,1.0889773034251318,0.010168994105410611,8,6,0.05,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
gamma,stop_loss,1.0943071914960318,1.0987955827269316,0.004488391230899724,8,6,0.05,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
weibull,ordinary_deductible,0.9256128274064236,1.116685497106745,0.19107266970032144,8,6,0.05,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
weibull,franchise_deductible,1.6268013317246828,1.7057265702128164,0.0789252384881336,8,6,0.05,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
weibull,policy_limit,1.7853605191923019,1.8298701049371364,0.044509585744834546,8,6,0.05,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
weibull,deductible_with_limit,0.9234985804117545,1.1113314837680675,0.18783290335631297,8,6,0.05,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
weibull,stop_loss,0.9256128274064236,1.116685497106745,0.19107266970032144,8,6,0.05,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
pareto,ordinary_deductible,0.486,0.9345416492673321,0.4485416492673321,8,6,0.05,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
pareto,franchise_deductible,1.485,3.5648874803279074,2.0798874803279075,8,6,0.05,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
pareto,policy_limit,1.4750000000538668,4.564202368181445,3.0892023681275784,8,6,0.05,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
pareto,deductible_with_limit,0.4811111111370867,0.9307670560125668,0.4496559448754801,8,6,0.05,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
pareto,stop_loss,0.486,0.9345416492673321,0.4485416492673321,8,6,0.05,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
lognormal,ordinary_deductible,0.8579739047504147,1.7258697971415538,0.8678958923911391,8,6,0.05,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
lognormal,franchise_deductible,1.3569725786927767,3.164868938644109,1.8078963599513322,8,6,0.05,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
lognormal,policy_limit,1.4655262805158773,3.2026338340348692,1.737107553518992,8,6,0.05,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
lognormal,deductible_with_limit,0.7484181837430338,1.6068508532925136,0.8584326695494798,8,6,0.05,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
lognormal,stop_loss,0.8579739047504147,1.7258697971415538,0.8678958923911391,8,6,0.05,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
gamma,ordinary_deductible,1.0943071914960318,1.4518217506049254,0.3575145591088935,8,6,0.05,5.0,3.8723931881627736,696984293205841.5,4,1.6152942516147327e-06
gamma,franchise_deductible,1.829066071877044,2.1814654791744563,0.35239940729741237,8,6,0.05,5.0,3.8723931881627736,696984293205841.5,4,1.6152942516147327e-06
gamma,policy_limit,1.9478343710072936,2.1959662734539944,0.2481319024467008,8,6,0.05,5.0,3.8723931881627736,696984293205841.5,4,1.6152942516147327e-06
gamma,deductible_with_limit,1.0788083093197212,1.4414620162925322,0.3626537069728111,8,6,0.05,5.0,3.8723931881627736,696984293205841.5,4,1.6152942516147327e-06
gamma,stop_loss,1.0943071914960318,1.4518217506049254,0.3575145591088935,8,6,0.05,5.0,3.8723931881627736,696984293205841.5,4,1.6152942516147327e-06
weibull,ordinary_deductible,0.9256128274064236,1.4657804127150353,0.5401675853086118,8,6,0.05,5.0,2.908835112007405,2884583200875556.5,3,1.3655288932641409e-05
weibull,franchise_deductible,1.6268013317246828,2.282423996540637,0.6556226648159544,8,6,0.05,5.0,2.908835112007405,2884583200875556.5,3,1.3655288932641409e-05
weibull,policy_limit,1.7853605191923019,2.2555447751322317,0.47018425593992985,8,6,0.05,5.0,2.908835112007405,2884583200875556.5,3,1.3655288932641409e-05
weibull,deductible_with_limit,0.9234985804117545,1.462394652343005,0.5388960719312504,8,6,0.05,5.0,2.908835112007405,2884583200875556.5,3,1.3655288932641409e-05
weibull,stop_loss,0.9256128274064236,1.4657804127150353,0.5401675853086118,8,6,0.05,5.0,2.908835112007405,2884583200875556.5,3,1.3655288932641409e-05
pareto,ordinary_deductible,0.486,0.6954110371640156,0.20941103716401566,8,6,0.1,0.5,5.31330792765225,2398576932.301382,5,4.472533189938425e-05
pareto,franchise_deductible,1.485,-0.5243747390004574,2.0093747390004575,8,6,0.1,0.5,5.31330792765225,2398576932.301382,5,4.472533189938425e-05
pareto,policy_limit,1.4750000000538668,0.12292453785299336,1.3520754622008735,8,6,0.1,0.5,5.31330792765225,2398576932.301382,5,4.472533189938425e-05
pareto,deductible_with_limit,0.4811111111370867,0.694785143928671,0.21367403279158426,8,6,0.1,0.5,5.31330792765225,2398576932.301382,5,4.472533189938425e-05
pareto,stop_loss,0.486,0.6954110371640156,0.20941103716401566,8,6,0.1,0.5,5.31330792765225,2398576932.301382,5,4.472533189938425e-05
lognormal,ordinary_deductible,0.8579739047504147,2.0035396388918882,1.1455657341414736,8,6,0.1,0.5,2.3611156862779206,191706579.37601396,5,0.00023095405479931245
lognormal,franchise_deductible,1.3569725786927767,2.3690747075419014,1.0121021288491248,8,6,0.1,0.5,2.3611156862779206,191706579.37601396,5,0.00023095405479931245
lognormal,policy_limit,1.4655262805158773,1.559833248680346,0.0943069681644686,8,6,0.1,0.5,2.3611156862779206,191706579.37601396,5,0.00023095405479931245
lognormal,deductible_with_limit,0.7484181837430338,1.9496410305493326,1.2012228468062989,8,6,0.1,0.5,2.3611156862779206,191706579.37601396,5,0.00023095405479931245
lognormal,stop_loss,0.8579739047504147,2.0035396388918882,1.1455657341414736,8,6,0.1,0.5,2.3611156862779206,191706579.37601396,5,0.00023095405479931245
gamma,ordinary_deductible,1.0943071914960318,1.541834502775782,0.4475273112797502,8,6,0.1,0.5,4.96779048052216,5205.512533438503,6,0.018931195220694003
gamma,franchise_deductible,1.829066071877044,2.1906586120441487,0.36159254016710474,8,6,0.1,0.5,4.96779048052216,5205.512533438503,6,0.018931195220694003
gamma,policy_limit,1.9478343710072936,2.0398409292276525,0.09200655822035886,8,6,0.1,0.5,4.96779048052216,5205.512533438503,6,0.018931195220694003
gamma,deductible_with_limit,1.0788083093197212,1.5393766699206615,0.4605683606009403,8,6,0.1,0.5,4.96779048052216,5205.512533438503,6,0.018931195220694003
gamma,stop_loss,1.0943071914960318,1.541834502775782,0.4475273112797502,8,6,0.1,0.5,4.96779048052216,5205.512533438503,6,0.018931195220694003
weibull,ordinary_deductible,0.9256128274064236,1.4066325889600393,0.4810197615536157,8,6,0.1,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
weibull,franchise_deductible,1.6268013317246828,2.1415055359914708,0.514704204266788,8,6,0.1,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
weibull,policy_limit,1.7853605191923019,1.914605570064644,0.12924505087234217,8,6,0.1,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
weibull,deductible_with_limit,0.9234985804117545,1.4051879855943872,0.4816894051826327,8,6,0.1,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
weibull,stop_loss,0.9256128274064236,1.4066325889600393,0.4810197615536157,8,6,0.1,0.5,5.916295461513761,1589.5538732513378,6,0.04472690968280254
pareto,ordinary_deductible,0.486,0.84119806478511,0.35519806478510996,8,6,0.1,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
pareto,franchise_deductible,1.485,-0.9303162017422741,2.4153162017422742,8,6,0.1,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
pareto,policy_limit,1.4750000000538668,-0.9365689763180802,2.411568976371947,8,6,0.1,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
pareto,deductible_with_limit,0.4811111111370867,0.8398757172183158,0.35876460608122906,8,6,0.1,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
pareto,stop_loss,0.486,0.84119806478511,0.35519806478510996,8,6,0.1,1.0,7.475794218132057,2221538278.546414,5,3.6428015874271804e-05
lognormal,ordinary_deductible,0.8579739047504147,2.44246476501009,1.5844908602596754,8,6,0.1,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
lognormal,franchise_deductible,1.3569725786927767,2.5274345570112486,1.170461978318472,8,6,0.1,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
lognormal,policy_limit,1.4655262805158773,1.0929873456991823,0.372538934816695,8,6,0.1,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
lognormal,deductible_with_limit,0.7484181837430338,2.3842377615976975,1.6358195778546638,8,6,0.1,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
lognormal,stop_loss,0.8579739047504147,2.44246476501009,1.5844908602596754,8,6,0.1,1.0,4.429118917178423,187973691.73748687,5,0.0002260724701791875
gamma,ordinary_deductible,1.0943071914960318,1.7373249347644781,0.6430177432684463,8,6,0.1,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
gamma,franchise_deductible,1.829066071877044,2.376211534197643,0.5471454623205991,8,6,0.1,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
gamma,policy_limit,1.9478343710072936,2.0925428398215384,0.14470846881424482,8,6,0.1,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
gamma,deductible_with_limit,1.0788083093197212,1.733551207056736,0.6547428977370149,8,6,0.1,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
gamma,stop_loss,1.0943071914960318,1.7373249347644781,0.6430177432684463,8,6,0.1,1.0,7.300104190171932,5817.78753955607,6,0.010943425824110564
weibull,ordinary_deductible,0.9256128274064236,1.5643072282989117,0.6386944008924881,8,6,0.1,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
weibull,franchise_deductible,1.6268013317246828,2.3566392407142516,0.7298379089895688,8,6,0.1,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
weibull,policy_limit,1.7853605191923019,2.0911934336141447,0.3058329144218428,8,6,0.1,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
weibull,deductible_with_limit,0.9234985804117545,1.5618707484904362,0.6383721680786817,8,6,0.1,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
weibull,stop_loss,0.9256128274064236,1.5643072282989117,0.6386944008924881,8,6,0.1,1.0,7.590042767720158,2212.937861585127,6,0.0023225476676541207
pareto,ordinary_deductible,0.486,1.1976282574627057,0.7116282574627057,8,6,0.1,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
pareto,franchise_deductible,1.485,0.3336606652971322,1.151339334702868,8,6,0.1,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
pareto,policy_limit,1.4750000000538668,-2.7260332982090083,4.201033298262875,8,6,0.1,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
pareto,deductible_with_limit,0.4811111111370867,1.1941884269832348,0.7130773158461481,8,6,0.1,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
pareto,stop_loss,0.486,1.1976282574627057,0.7116282574627057,8,6,0.1,2.0,5.928052711241794,5618697833.247214,5,5.143664466657944e-06
lognormal,ordinary_deductible,0.8579739047504147,2.8780537035122777,2.020079798761863,8,6,0.1,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
lognormal,franchise_deductible,1.3569725786927767,2.887863805556675,1.5308912268638983,8,6,0.1,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
lognormal,policy_limit,1.4655262805158773,0.9627183009179493,0.502807979597928,8,6,0.1,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
lognormal,deductible_with_limit,0.7484181837430338,2.8074669218333717,2.059048738090338,8,6,0.1,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
lognormal,stop_loss,0.8579739047504147,2.8780537035122777,2.020079798761863,8,6,0.1,2.0,6.995423980865776,179735359.69086495,5,0.00019680819512855272
gamma,ordinary_deductible,1.0943071914960318,1.4495473642651062,0.3552401727690744,8,6,0.1,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
gamma,franchise_deductible,1.829066071877044,2.604564978176124,0.77549890629908,8,6,0.1,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
gamma,policy_limit,1.9478343710072936,2.6508018029461864,0.7029674319388928,8,6,0.1,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
gamma,deductible_with_limit,1.0788083093197212,1.4413090341932207,0.3625007248734995,8,6,0.1,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
gamma,stop_loss,1.0943071914960318,1.4495473642651062,0.3552401727690744,8,6,0.1,2.0,7.075363681797797,30227.43552183187,6,0.003586318803534764
weibull,ordinary_deductible,0.9256128274064236,1.238211224183565,0.3125983967771414,8,6,0.1,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
weibull,franchise_deductible,1.6268013317246828,1.9493297838388621,0.32252845211417935,8,6,0.1,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
weibull,policy_limit,1.7853605191923019,2.1238530292422513,0.3384925100499494,8,6,0.1,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
weibull,deductible_with_limit,0.9234985804117545,1.2336132603178056,0.3101146799060511,8,6,0.1,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
weibull,stop_loss,0.9256128274064236,1.238211224183565,0.3125983967771414,8,6,0.1,2.0,6.5424148230768235,117385.58383251044,6,0.0005152970168665074
pareto,ordinary_deductible,0.486,1.1735775516724827,0.6875775516724827,8,6,0.1,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
pareto,franchise_deductible,1.485,3.8146913568346412,2.3296913568346413,8,6,0.1,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
pareto,policy_limit,1.4750000000538668,4.759108877033686,3.2841088769798192,8,6,0.1,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
pareto,deductible_with_limit,0.4811111111370867,1.1696712767717088,0.6885601656346221,8,6,0.1,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
pareto,stop_loss,0.486,1.1735775516724827,0.6875775516724827,8,6,0.1,3.0,4.010472241039189,490311902948.60876,4,0.0004877589281212283
lognormal,ordinary_deductible,0.8579739047504147,2.7436514292666425,1.8856775245162278,8,6,0.1,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
lognormal,franchise_deductible,1.3569725786927767,3.3149310362346465,1.9579584575418698,8,6,0.1,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
lognormal,policy_limit,1.4655262805158773,1.8530111684214603,0.387484887905583,8,6,0.1,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
lognormal,deductible_with_limit,0.7484181837430338,2.6553786555466306,1.9069604718035968,8,6,0.1,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
lognormal,stop_loss,0.8579739047504147,2.7436514292666425,1.8856775245162278,8,6,0.1,3.0,7.53376984309899,187946311.9310674,5,0.0001323864964152095
gamma,ordinary_deductible,1.0943071914960318,1.40674977431434,0.31244258281830817,8,6,0.1,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
gamma,franchise_deductible,1.829066071877044,1.9513947980777142,0.12232872620067026,8,6,0.1,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
gamma,policy_limit,1.9478343710072936,2.1595479309694294,0.2117135599621358,8,6,0.1,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
gamma,deductible_with_limit,1.0788083093197212,1.396645574231061,0.3178372649113399,8,6,0.1,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
gamma,stop_loss,1.0943071914960318,1.40674977431434,0.31244258281830817,8,6,0.1,3.0,5.911570013437747,4716539.549048822,5,6.175420721216365e-05
weibull,ordinary_deductible,0.9256128274064236,1.2426633314404683,0.31705050403404467,8,6,0.1,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
weibull,franchise_deductible,1.6268013317246828,1.9544317798165758,0.327630448091893,8,6,0.1,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
weibull,policy_limit,1.7853605191923019,2.028824800606056,0.24346428141375398,8,6,0.1,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
weibull,deductible_with_limit,0.9234985804117545,1.2373528829920457,0.31385430258029123,8,6,0.1,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
weibull,stop_loss,0.9256128274064236,1.2426633314404683,0.31705050403404467,8,6,0.1,3.0,5.250531038091332,1237881990.6168377,4,8.237492424930649e-07
pareto,ordinary_deductible,0.486,1.2307872302187213,0.7447872302187213,8,6,0.1,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
pareto,franchise_deductible,1.485,3.9981633959591845,2.513163395959184,8,6,0.1,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
pareto,policy_limit,1.4750000000538668,5.052060198424139,3.5770601983702726,8,6,0.1,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
pareto,deductible_with_limit,0.4811111111370867,1.2272524222300227,0.746141311092936,8,6,0.1,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
pareto,stop_loss,0.486,1.2307872302187213,0.7447872302187213,8,6,0.1,5.0,2.178285103387776,2028970635780987.5,3,0.0010524345480468864
lognormal,ordinary_deductible,0.8579739047504147,2.0794741588853585,1.2215002541349438,8,6,0.1,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
lognormal,franchise_deductible,1.3569725786927767,3.2223329365946656,1.865360357901889,8,6,0.1,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
lognormal,policy_limit,1.4655262805158773,3.0949631866289264,1.6294369061130491,8,6,0.1,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
lognormal,deductible_with_limit,0.7484181837430338,1.9609468150907796,1.212528631347746,8,6,0.1,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
lognormal,stop_loss,0.8579739047504147,2.0794741588853585,1.2215002541349438,8,6,0.1,5.0,6.09133368875273,577014367.4730932,5,1.8169488486403808e-05
