dist_name,gpq_pct_err,hsgp_pct_err,hsgp_q_pct_err,gpq_q_pct_err,quantum_analytical_pct_err,quantum_pct_err
gamma,1.5098667315341212,1.5070929294885147,4.355541097737729,4.919953973465218,4.355541097737769,1.3592400311673551
lognormal,5.732678508383769,5.735813650363014,14.44174419441664,17.06241044209484,14.441744194416549,10.353257066213052
pareto,2.4021318753918,2.5138563111292695,18.837651476416156,18.69859633639458,18.83765147641608,11.942496570038605
poisson,0.595099961271116,0.5969896743035312,1.6159668311457256,1.319004840201328,1.6159668311456923,0.7210289984022731
weibull,1.435473933850107,1.4363780137155042,3.8108456039643244,4.538630252042045,3.8108456039643626,1.8758868672094349
