payoff_name,gpq_pct_err,hsgp_pct_err,quantum_pct_err
deductible_with_limit,4.425000676532896,5.099829534802022,10.102001407389563
franchise_deductible,1.3130764017108634,2.0237758154817245,8.550005289808123
ordinary_deductible,4.200498858245334,4.814504760491415,8.876234083662013
policy_limit,1.9409649030321865,1.8919714657933937,6.909098460601511
stop_loss,4.200498858245334,4.814504760491415,8.876234083662013
