method,mean_pct_err,median_pct_err,max_pct_err,min_pct_err
gpq,3.2160079395533225,2.1804151709129638,7.678198412834937,0.004137862926555633
hsgp,3.728917267411995,1.915408645641447,9.810453492101715,0.0043547597069537435
quantum,8.662714665024644,7.455554968939159,21.336339555641366,2.30867310583587
